School_Unit_Name,Elementary_school_cases,Middle_school_cases,High_school_cases,Gender,Reporting_date
SCOALA POSTLICEALA FEG CONSTANTA,125,712,278,F,2012-09-06
SCOALA POSTLICEALA F.E.G. EDUCATION,306,473,43,M,2019-02-28
SCOALA POSTLICEALA F.E.G. EDUCATION - FILIALA SUCEAVA,634,254,102,F,2013-08-17
SCOALA POSTLICEALA F.E.G. EDUCATION CURTEA DE ARGES,195,714,76,M,2013-06-27
SCOALA POSTLICEALA F.E.G. EDUCATION FALTICENI,581,549,742,F,2016-08-10
SCOALA POSTLICEALA F.E.G. EDUCATION FILIALA BARLAD,105,430,627,M,2013-04-23
SCOALA POSTLICEALA F.E.G. EDUCATION FILIALA VASLUI,408,402,435,F,2020-12-21
SCOALA POSTLICEALA 'FEG EDUCATION' MANGALIA,506,536,709,F,2014-02-11
SCOALA POSTLICEALA F.E.G. EDUCATION MUNICIPIUL PIATRA-NEAMT,702,683,469,M,2017-09-26
SCOALA POSTLICEALA FEG EDUCATION MUNICIPIUL ROMAN,159,584,121,F,2016-05-20
SCOALA POSTLICEALA FEG EDUCATION ROSIORI DE VEDE,413,343,610,F,2016-09-23
Scoala Postliceala FEG Education Targu Secuiesc,263,423,252,F,2011-08-21
SCOALA POSTLICEALA FEG GIURGIU,145,576,34,M,2015-03-05
SCOALA POSTLICEALA FEG IASI,664,680,52,F,2014-11-06
SCOALA POSTLICEALA FEG MUNICIPIUL BUZAU,282,660,192,F,2014-11-10
SCOALA POSTLICEALA F.E.G. MUNICIPIUL PLOIESTI,324,653,109,M,2017-11-02
SCOALA POSTLICEALA FEG SIBIU,173,452,591,M,2015-06-14
SCOALA POSTLICEALA FEG SLOBOZIA,159,342,52,F,2016-09-06
SCOALA POSTLICEALA FEG TARGOVISTE,345,629,36,M,2014-12-10
SCOALA POSTLICEALA FEG TIMISOARA,582,116,368,F,2020-02-02
SCOALA POSTLICEALA FEG TIRGU MURES,595,61,448,F,2016-10-11
SCOALA POSTLICEALA FEG ZALAU,374,311,224,M,2016-09-29
SCOALA POSTLICEALA FLORENTINA MOSORA MUNICIPIUL BUZAU,620,298,449,M,2017-01-06
SCOALA POSTLICEALA FORMATEMP FETESTI,462,84,140,F,2013-05-23
SCOALA POSTLICEALA FORTUNA MUNICIPIUL PLOIESTI,496,376,124,M,2017-04-14
SCOALA POSTLICEALA FUNDATIA ECOLOGICA GREEN PITESTI,384,307,585,M,2016-06-11
Scoala Postliceala Henri Coanda,680,202,124,M,2019-11-14
SCOALA POSTLICEALA HENRI COANDA BECLEAN,543,327,711,M,2011-08-27
SCOALA POSTLICEALA HENRI COANDA BEIUS,53,292,517,F,2015-02-25
SCOALA POSTLICEALA HENRI COANDA BRAD,91,619,712,M,2020-02-08
Scoala Postliceala 'Henri Coanda' Brasov,382,400,204,F,2016-08-06
SCOALA POSTLICEALA HENRI COANDA BRATCA,96,241,286,F,2011-09-12
SCOALA POSTLICEALA HENRI COANDA CLUJ-NAPOCA,332,613,437,M,2019-12-13
SCOALA POSTLICEALA HENRI COANDA CURTEA DE ARGES,122,528,193,M,2019-10-28
SCOALA POSTLICEALA HENRI COANDA FELDRU,530,493,149,M,2020-02-17
SCOALA POSTLICEALA HENRI COANDA GHERLA,701,464,125,M,2013-04-02
SCOALA POSTLICEALA HENRI COANDA HUEDIN,706,132,93,F,2014-10-27
SCOALA POSTLICEALA HENRI COANDA MOLDOVA NOUA,41,152,358,F,2013-04-27
SCOALA POSTLICEALA HENRI COANDA ORADEA,710,206,187,M,2014-01-20
SCOALA POSTLICEALA HENRI COANDA SATU MARE,598,133,457,M,2012-05-29
SCOALA POSTLICEALA HENRI COANDA SANNICOLAU MARE,55,552,473,M,2013-10-18
SCOALA POSTLICEALA HENRI COANDA SIBIU,508,247,16,F,2011-07-23
SCOALA POSTLICEALA HENRI COANDA STEI,534,409,570,F,2017-12-31
SCOALA POSTLICEALA HENRI COANDA TIMISOARA,589,660,637,F,2020-09-07
SCOALA POSTLICEALA HENRI COANDA TURDA,9,263,102,M,2020-07-20
SCOALA POSTLICEALA HENRI COANDAURZICENI,631,19,306,M,2018-11-02
SCOALA POSTLICEALA 'HIPOCRATE' CONSTANTA,435,619,143,M,2019-03-09
SCOALA POSTLICEALA LOUIS PASTEUR CAMPINA,263,716,536,M,2019-09-07
SCOALA POSTLICEALA LOUIS PASTEUR DEJ,431,588,548,F,2021-06-23
SCOALA POSTLICEALA LOUIS PASTEUR MIERCUREA CIUC,126,146,127,M,2019-03-17
SCOALA POSTLICEALA MIRONA REGHIN - FUNDATIA CULTURAL UMANITARA VIOARA REGHIN,621,454,366,F,2015-03-16
SCOALA POSTLICEALA OCROTIREA CLUJ-NAPOCA,126,22,330,M,2017-10-05
SCOALA POSTLICEALA 'PRO SCIENTIA' CONSTANTA,565,144,716,F,2020-09-14
SCOALA POSTLICEALA PROF. DR. NANU I. MUSCEL CAMPULUNG,162,488,490,F,2014-03-25
SCOALA POSTLICEALA PROF. DR. P. BRANZEI IASI,449,552,359,M,2014-11-25
SCOALA POSTLICEALA REGINA MARIA MUNICIPIUL BUZAU,615,432,458,F,2017-03-21
SCOALA POSTLICEALA SANITARA ALEXANDRIA,257,486,633,F,2014-11-13
SCOALA POSTLICEALA SANITARA ANASTASIE FATU MUN. VASLUI,71,604,130,M,2018-05-10
SCOALA POSTLICEALA SANITARA APRENDIS IASI,140,633,119,M,2015-11-03
SCOALA POSTLICEALA SANITARA ARAD,606,420,209,M,2019-10-18
SCOALA POSTLICEALA SANITARA BANATUL CARANSEBES,462,520,594,M,2016-12-02
Scoala Postliceala Sanitara Carol Davila,282,578,3,M,2015-12-10
SCOALA POSTLICEALA SANITARA CAROL DAVILA ALEXANDRIA,232,651,691,M,2015-04-20
SCOALA POSTLICEALA SANITARA CAROL DAVILA CARACAL,334,144,317,M,2016-05-23
SCOALA POSTLICEALA SANITARA CAROL DAVILA CARANSEBES,588,131,170,F,2015-12-30
SCOALA POSTLICEALA SANITARA CAROL DAVILA CALAN,330,98,326,M,2017-07-09
SCOALA POSTLICEALA SANITARA CAROL DAVILA MOINESTI,319,540,680,F,2015-05-23
SCOALA POSTLICEALA SANITARA CAROL DAVILA ONESTI,260,107,206,F,2013-01-30
SCOALA POSTLICEALA SANITARA CAROL DAVILA ORASTIE,591,135,208,M,2013-09-13
SCOALA POSTLICEALA SANITARA CAROL DAVILA SLATINA,651,310,263,M,2013-04-11
SCOALA POSTLICEALA SANITARA CAROL DAVILA TARGOVISTE,164,481,393,M,2015-05-17
SCOALA POSTLICEALA SANITARA CENTRUL DE STUDII EUROPEAN BACAU,482,423,660,M,2013-08-11
SCOALA POSTLICEALA SANITARA CENTRUL DE STUDII EUROPEAN FALTICENI,644,363,588,F,2019-05-22
SCOALA POSTLICEALA SANITARA CENTRUL DE STUDII EUROPEAN MUNICIPIUL PIATRA-NEAMT,249,261,369,M,2012-07-24
SCOALA POSTLICEALA SANITARA CENTRUL DE STUDII STEFAN CEL MARE SI SFANT PASCANI,78,551,386,F,2019-09-27
SCOALA POSTLICEALA SANITARA CENTRUL DE STUDII STEFAN CEL MARE SI SFANT RADAUTI,684,205,218,F,2018-04-11
SCOALA POSTLICEALA SANITARA CENTRUL DE STUDII STEFAN CEL MARE SI SFANT SUCEAVA,158,91,668,M,2020-06-12
SCOALA POSTLICEALA SANITARA CHRISTIANA CLUJ-NAPOCA,576,276,419,M,2021-07-18
SCOALA POSTLICEALA SANITARA CHRISTIANA MIOVENI,164,695,476,F,2021-01-07
SCOALA POSTLICEALA SANITARA CHRISTIANA PITESTI,87,337,243,M,2014-05-08
SCOALA POSTLICEALA SANITARA CHRISTIANA TARGOVISTE,575,678,446,M,2018-05-03
SCOALA POSTLICEALA SANITARA CHRISTIANA ZALAU,630,712,665,M,2013-03-25
SCOALA POSTLICEALA SANITARA CRISTIANA SLATINA,390,76,683,F,2020-08-17
SCOALA POSTLICEALA SANITARA CUZA CORABIA,641,464,708,M,2017-03-22
SCOALA POSTLICEALA SANITARA 'DIADA' MANGALIA,568,350,4,F,2018-04-12
SCOALA POSTLICEALA SANITARA DOCTOR LUCA CERNICA,37,570,29,F,2013-09-18
SCOALA POSTLICEALA SANITARA DR. BALIN ALEXANDRU MEDIAS,454,562,301,F,2016-09-11
SCOALA POSTLICEALA SANITARA DR.DINU MUNICIPIUL CAMPINA,342,533,592,M,2015-04-04
SCOALA POSTLICEALA SANITARA DROBETA TURNU SEVERIN,46,310,515,F,2019-09-06
SCOALA POSTLICEALA SANITARA EUGEN NICOARA REGHIN,268,559,377,M,2014-02-22
SCOALA POSTLICEALA SANITARA F.E.G. EDUCATION ODORHEIU SECUIESC,312,361,607,M,2015-05-02
Scoala Postliceala Sanitara Fundeni,499,593,446,F,2020-11-29
SCOALA POSTLICEALA SANITARA GHEORGHE TITEICA,432,270,244,M,2012-05-16
SCOALA POSTLICEALA SANITARA GIURGIU,259,241,627,F,2016-07-07
SCOALA POSTLICEALA SANITARA GR. GHICA VODA IASI,665,533,242,M,2019-07-17
SCOALA POSTLICEALA SANITARA HUNEDOARA,253,323,619,M,2018-12-06
SCOALA POSTLICEALA SANITARA ''HYGEIA'' SIBIU,440,184,400,M,2017-09-04
SCOALA POSTLICEALA SANITARA LAUREATUS ORAS TIRGU NEAMT,725,118,633,F,2020-08-21
SCOALA POSTLICEALA SANITARA MED FARM SPERANTA TIRGU MURES,661,392,550,F,2021-05-16
SCOALA POSTLICEALA SANITARA MEDICA STUDIUM GURA HUMORULUI,419,731,627,F,2014-01-25
SCOALA POSTLICEALA SANITARA MIHAI RALEA MUN. HUSI,530,115,699,M,2016-01-04
SCOALA POSTLICEALA SANITARA MOLDOVA FILIALA TIRGU NEAMT,687,448,648,M,2020-04-29
SCOALA POSTLICEALA SANITARA MOLDOVA MUNICIPIUL ROMAN,362,61,480,M,2015-06-14
SCOALA POSTLICEALA SANITARA MUNICIPIUL BUZAU,292,744,674,M,2021-01-30
SCOALA POSTLICEALA SANITARA MUNICIPIUL PIATRA-NEAMT,695,27,555,F,2012-10-09
SCOALA POSTLICEALA SANITARA ODORHEIU SECUIESC,8,36,137,M,2011-12-21
SCOALA POSTLICEALA SANITARA OLTENIA BALS,622,574,686,M,2018-09-28
SCOALA POSTLICEALA SANITARA REGINA MARIA DE ROMANIA PLOIESTI,224,305,262,F,2015-10-29
SCOALA POSTLICEALA SANITARA SANITY COMANESTI,102,212,550,F,2012-03-27
SCOALA POSTLICEALA SANITARA SATU MARE,175,369,203,F,2012-11-07
SCOALA POSTLICEALA SANITARA SANATATE SI TEMPERANTA,610,162,442,F,2015-10-30
Scoala Postliceala Sanitara Sf. Vasile cel Mare,333,189,441,F,2014-01-05
SCOALA POSTLICEALA SANITARA SFANTA ANA,598,475,330,F,2017-02-22
SCOALA POSTLICEALA SANITARA SFANTA CLARA AGNITA,197,712,42,M,2014-03-05
Scoala Postliceala Sanitara Sfantu Gheorghe,677,619,170,M,2020-04-02
SCOALA POSTLICEALA SANITARA SFANTUL BARTOLOMEU CLUJ-NAPOCA,454,646,630,M,2014-02-14
Scoala Postliceala Sanitara Sfantul Ioan,749,71,426,F,2019-02-13
SCOALA POSTLICEALA SANITARA SFANTUL LUCA TULCEA,467,424,628,F,2013-10-07
SCOALA POSTLICEALA SANITARA SFANTUL VASILE CEL MARE PLOIESTI,618,688,145,M,2018-08-22
SCOALA POSTLICEALA SANITARA SLATINA,258,556,397,M,2020-08-08
SCOALA POSTLICEALA SANITARA SUCEAVA,101,450,482,M,2018-01-27
SCOALA POSTLICEALA SANITARA TARA DE SUS VATRA DORNEI,177,433,212,F,2018-09-02
SCOALA POSTLICEALA SANITARA VIRGINIA HENDERSON SIBIU,678,115,262,M,2012-01-13
SCOALA POSTLICEALA SANITARA ZALAU,575,266,380,M,2012-03-10
SCOALA POSTLICEALA SANITARASANITY ONESTI,679,365,589,M,2013-11-13
SCOALA POSTLICEALA SFANTUL NECTARIE CLUJ-NAPOCA,61,740,203,F,2012-04-11
SCOALA POSTLICEALA 'SF.THEODOR' CONSTANTA,354,174,741,M,2018-06-09
SCOALA POSTLICEALA THEOS SPERANTA ARAD,482,398,116,F,2012-04-21
SCOALA POSTLICEALA VASILE ALECSANDRI MUNICIPIUL BUZAU,438,224,245,M,2018-11-01
SCOALA POSTLICEALA VASILE GOLDIS DEVA,580,20,727,M,2016-06-12
SCOALA POSTLICEALA VASILE GOLDIS MARGHITA,178,251,92,F,2015-01-22
SCOALA POSTLICEALA VASILE GOLDIS SATU MARE,452,555,283,F,2018-02-02
SCOALA PRIMARA ''CONSTANTIN TINCU'' LISNA,72,123,271,M,2012-07-04
SCOALA PRIMARA NR 3 IONASENI VARFU CAMPULUI,444,458,32,M,2012-02-29
SCOALA PRIMARA NR. 3 IURESTI,407,455,196,M,2021-04-24
SCOALA PRIMARA  SAT BUSTENARI COMUNA TELEGA,467,59,151,F,2012-01-17
SCOALA PRIMARA ABUD,330,391,370,M,2014-05-28
SCOALA PRIMARA ABUS,659,394,165,M,2012-02-23
SCOALA PRIMARA ACADEMICIAN RASCANU C. VASILE SAT ORGOIESTI,79,667,176,F,2018-08-15
Scoala Primara Acris,736,504,517,F,2019-07-05
SCOALA PRIMARA ADRIAN,591,236,409,F,2021-02-12
SCOALA PRIMARA AFTER SCHOOL SICULENI,750,167,555,M,2014-11-28
SCOALA PRIMARA AGATONIA CIOLPANI,282,181,604,F,2013-01-24
SCOALA PRIMARA AGAUA,326,658,73,F,2016-07-11
SCOALA PRIMARA AGARBICIU COM. CAPUSU MARE,739,191,133,F,2015-06-30
SCOALA PRIMARA AGRIS COM. IARA,213,351,257,M,2018-11-27
SCOALA PRIMARA AGRISTEU,3,192,211,F,2020-09-25
SCOALA PRIMARA AITON COM. AITON,572,9,230,M,2016-02-12
SCOALA PRIMARA ALBELE,51,737,580,M,2019-08-11
Scoala Primara Albis,704,482,295,M,2013-09-21
SCOALA PRIMARA ALBULESTI,725,467,334,M,2015-10-16
SCOALA PRIMARA ALDEA,282,541,268,F,2020-04-12
SCOALA PRIMARA ALEXANDRU A. GUTA,743,222,707,M,2020-08-25
SCOALA PRIMARA ALEXANDRU CEL BUN,145,695,79,M,2019-12-20
SCOALA PRIMARA ALEXANDRU I. CUZA,270,463,237,M,2018-10-07
SCOALA PRIMARA ALEXANDRU MOLDOVEANU SBOGHITESTI,10,323,700,M,2018-06-18
SCOALA PRIMARA ALIOS,439,642,299,F,2017-06-19
SCOALA PRIMARA ALMA VII,619,303,707,F,2017-04-08
SCOALA PRIMARA ALSZEGI REMETEA,716,337,46,M,2011-11-29
SCOALA PRIMARA ALUNISUL,700,341,567,F,2017-08-03
SCOALA PRIMARA AMATI,651,85,736,F,2019-12-25
SCOALA PRIMARA AMERICANO-ROMANA ORADEA,528,240,217,F,2021-07-04
SCOALA PRIMARA AMNAS,62,341,585,F,2016-11-26
Scoala Primara Ana Lugojana,341,336,190,M,2018-10-09
SCOALA PRIMARA ANGELS PAULESTI,677,86,674,M,2020-12-28
SCOALA PRIMARA ANGHINESTI,436,435,343,M,2014-05-26
Scoala Primara Aninoasa,297,608,101,F,2013-11-14
SCOALA PRIMARA APOLLO KIDS POPESTI LEORDENI,721,429,188,F,2011-07-30
SCOALA PRIMARA APOS,617,400,327,F,2015-01-20
SCOALA PRIMARA ARAMA,591,313,230,M,2018-05-15
SCOALA PRIMARA ARBORE,151,241,622,F,2011-12-11
SCOALA PRIMARA ARCALIA,111,739,574,M,2015-04-19
SCOALA PRIMARA ARCHIUD,177,251,569,M,2020-05-24
SCOALA PRIMARA ARDAN,58,94,236,F,2019-11-18
Scoala Primara Arini,416,657,440,F,2018-01-01
Scoala Primara Ariusd,144,289,281,M,2018-11-13
SCOALA PRIMARA ARMENI,175,348,601,F,2015-03-25
SCOALA PRIMARA ARSITA,664,253,198,M,2016-09-23
SCOALA PRIMARA ATELIER NR. 1 IASI,357,67,617,M,2013-08-18
SCOALA PRIMARA ATIA,468,475,88,F,2020-09-21
Scoala Primara Atlanthea,372,247,19,F,2014-10-31
SCOALA PRIMARA AUREL GURGHIANU ICLANZEL,284,495,394,F,2013-07-25
SCOALA PRIMARA AUREL VLAICU,595,32,358,M,2012-03-10
SCOALA PRIMARA AVANTU,322,620,51,F,2013-03-14
SCOALA PRIMARA AVERESTI COMUNA ION CREANGA,107,671,531,F,2018-04-06
SCOALA PRIMARA BAHNA,135,467,19,F,2020-08-20
SCOALA PRIMARA BALA DE SUS,706,276,39,M,2016-09-13
SCOALA PRIMARA BALOGH IGNAC BARZAVA,446,45,532,F,2011-09-03
SCOALA PRIMARA BALSA,403,293,184,F,2012-07-01
SCOALA PRIMARA BALTA VERDE,433,214,651,M,2015-07-08
SCOALA PRIMARA BARA,578,11,618,M,2015-02-11
Scoala Primara Barabas Miklos Marcusa,401,721,648,F,2013-04-23
SCOALA PRIMARA BARATCOS,422,50,430,F,2011-09-30
Scoala Primara Bartalis Ferenc Biborteni,289,367,492,M,2018-09-05
SCOALA PRIMARA BARU,195,527,292,F,2017-05-08
SCOALA PRIMARA BATA,52,62,42,M,2012-11-01
SCOALA PRIMARA BAZGA,145,635,552,M,2016-02-10
SCOALA PRIMARA BAZOS,310,570,233,F,2021-01-08
SCOALA PRIMARA BADENI COM. MOLDOVENESTI,154,392,514,F,2014-07-02
SCOALA PRIMARA BAGARA COM. AGHIRESU,539,223,410,F,2015-12-11
Scoala Primara Baiesi,143,458,415,F,2018-08-12
SCOALA PRIMARA BAIESTI,706,294,545,F,2017-08-21
SCOALA PRIMARA BAILE COMUNA BALTA ALBA,438,409,343,M,2012-09-26
SCOALA PRIMARA BAJESTI,137,43,283,M,2019-11-06
SCOALA PRIMARA BALANU,482,367,587,F,2014-08-12
SCOALA PRIMARA BALATA,233,211,136,F,2014-12-23
SCOALA PRIMARA BALINESTI,672,493,572,F,2019-12-06
SCOALA PRIMARA BALTENI,362,475,320,F,2011-11-15
SCOALA PRIMARA BALUSESTI,78,77,233,F,2014-01-13
SCOALA PRIMARA BANEASA COMUNA BOZIENI,698,340,391,M,2020-10-07
SCOALA PRIMARA BARATEAZ,21,304,37,F,2020-11-12
SCOALA PRIMARA BARTASESTI,187,710,56,F,2021-02-14
SCOALA PRIMARA BATESTI,732,225,51,M,2020-07-16
Scoala Primara Batanii Mici,174,159,468,F,2015-11-06
SCOALA PRIMARA BARAIAC,245,220,295,F,2014-12-14
SCOALA PRIMARA BARZA,141,621,701,M,2013-08-22
SCOALA PRIMARA BARZESTI,131,300,359,F,2016-01-20
SCOALA PRIMARA BECAS,588,573,115,F,2012-06-06
Scoala Primara Beclean,539,123,246,M,2017-07-31
Scoala Primara Bedo Albert Calnic,51,467,483,M,2014-01-31
Scoala Primara Beia,283,491,211,M,2014-06-09
SCOALA PRIMARA BEL SORRISO VOLUNTARI,266,61,467,M,2017-12-08
Scoala Primara Belin Vale,733,462,422,F,2020-01-02
SCOALA PRIMARA BELSO ZETEA,481,735,601,M,2019-08-16
SCOALA PRIMARA BENEDEK ELEK BODOGAIA,672,367,477,M,2021-02-19
SCOALA PRIMARA BENEDEK ELEK CETATUIA,494,335,307,M,2015-07-19
SCOALA PRIMARA BENEDEK ELEK FILIASI,230,59,373,F,2013-05-11
SCOALA PRIMARA BENESAT,292,576,228,M,2021-03-12
SCOALA PRIMARA BENIA,62,205,454,M,2014-01-10
SCOALA PRIMARA BERCEA,213,500,645,F,2012-01-14
Scoala Primara Berde Mozsa Santionlunca,730,704,502,F,2020-04-03
SCOALA PRIMARA BERECUTA,263,194,562,M,2012-05-19
SCOALA PRIMARA BEREGSAU MIC,223,123,119,F,2020-01-11
SCOALA PRIMARA BERENI,325,668,602,M,2020-12-25
SCOALA PRIMARA BEREZLOGI,624,355,162,M,2016-03-06
SCOALA PRIMARA BERINI,383,591,391,M,2013-10-29
SCOALA PRIMARA BERNADEA,209,405,269,F,2020-07-15
SCOALA PRIMARA BETHLEN GABOR LAZAREA,81,734,229,M,2014-11-15
SCOALA PRIMARA BETESTI COMUNA REDIU,87,298,119,M,2019-09-05
SCOALA PRIMARA BIC,178,578,723,M,2017-09-27
Scoala Primara Bicfalau,145,489,83,F,2016-07-15
SCOALA PRIMARA BICHIGI,95,48,375,M,2012-08-24
SCOALA PRIMARA BILBOR - RACHITIS,154,570,445,F,2013-06-02
SCOALA PRIMARA BILBOR - SUSENI,620,536,433,F,2014-08-31
SCOALA PRIMARA BILGHEZ,443,555,714,M,2017-02-04
SCOALA PRIMARA BINIS,634,40,578,M,2016-10-06
SCOALA PRIMARA BIRTIN,567,699,218,M,2015-04-15
SCOALA PRIMARA BISTRA MURESULUI,118,239,669,M,2021-06-11
Scoala Primara Bita,210,663,293,M,2014-07-29
SCOALA PRIMARA BIUSA,585,173,432,M,2012-02-03
SCOALA PRIMARA BIRLOGU,397,280,73,M,2014-03-24
SCOALA PRIMARA BLAJENI,739,672,699,F,2019-08-22
SCOALA PRIMARA BOARTA,145,393,727,F,2016-06-10
SCOALA PRIMARA BOATCA,465,683,706,M,2016-12-16
SCOALA PRIMARA BOBDA,210,34,617,M,2014-01-23
SCOALA PRIMARA BOBEICA,343,696,691,F,2019-06-23
SCOALA PRIMARA BOBITA DANESTI,643,150,60,F,2012-04-26
SCOALA PRIMARA BOBILNA,124,40,319,F,2015-09-07
SCOALA PRIMARA BOCNITA,350,123,199,M,2014-05-19
SCOALA PRIMARA BODNARENI,606,304,688,M,2018-07-19
Scoala Primara Bogata,301,565,551,F,2013-01-11
SCOALA PRIMARA BOGATA COM. CALARASI,227,689,175,M,2012-02-25
SCOALA PRIMARA BOGDANA,239,598,585,M,2020-06-29
SCOALA PRIMARA BOGDAN-VODA,318,374,76,M,2016-11-12
SCOALA PRIMARA BOGHIS,640,259,605,M,2014-05-15
SCOALA PRIMARA BOGILTIN,245,745,213,M,2020-03-16
SCOALA PRIMARA BOGOMIR COM. NEGRENI,171,673,237,M,2016-07-03
SCOALA PRIMARA BOGONOS,517,47,608,F,2019-04-01
SCOALA PRIMARA BOHARI,577,225,223,F,2013-12-23
SCOALA PRIMARA BOHOLT,379,714,86,F,2013-04-15
SCOALA PRIMARA BOJILA,198,607,27,M,2015-01-11
SCOALA PRIMARA BOJU COM. COJOCNA,223,730,196,M,2021-04-14
SCOALA PRIMARA BOLDUT COM. CEANU MARE,180,701,464,F,2015-02-18
SCOALA PRIMARA BOLINTINENI,543,725,234,F,2021-05-15
SCOALA PRIMARA BOLOGA COM. POIENI,273,375,638,M,2012-10-26
SCOALA PRIMARA BOLOVANI CORNATELU,667,516,435,F,2016-01-06
SCOALA PRIMARA BOLVASNITA,152,750,155,M,2013-09-22
SCOALA PRIMARA BONT COM. FIZESU GHERLII,29,725,587,F,2016-01-21
SCOALA PRIMARA BORDOSIU,227,246,223,M,2016-12-26
SCOALA PRIMARA BORISLAV CRISTICI BELOBRESCA,544,232,14,F,2020-01-02
SCOALA PRIMARA BOROAIA,520,287,386,M,2011-08-02
SCOALA PRIMARA BOSANCI,122,581,157,M,2019-12-08
SCOALA PRIMARA BOTOSENITA MARE,111,351,81,F,2017-05-17
SCOALA PRIMARA BOURA,673,184,607,M,2014-07-02
SCOALA PRIMARA BOURENI,5,471,482,M,2020-10-26
SCOALA PRIMARA BOZIES,100,155,371,F,2013-07-22
SCOALA PRIMARA BRADATEL,737,467,659,M,2012-11-16
SCOALA PRIMARA BRADISORU DE JOS,240,481,213,M,2013-07-07
SCOALA PRIMARA BRATESTI,670,462,524,F,2015-08-27
SCOALA PRIMARA BRATULESTI,563,135,724,M,2018-01-02
SCOALA PRIMARA BREBI,364,523,311,F,2016-04-30
SCOALA PRIMARA BRODINA DE JOS,731,81,123,F,2011-10-16
SCOALA PRIMARA BUC,430,277,28,F,2020-10-29
SCOALA PRIMARA BUCEA COM. NEGRENI,673,120,59,M,2013-09-21
SCOALA PRIMARA BUCHIN,384,385,254,M,2014-07-07
SCOALA PRIMARA BUCIUM,459,19,220,M,2011-08-31
SCOALA PRIMARA BUCIUM COMUNA VALEA URSULUI,549,220,128,M,2012-10-23
SCOALA PRIMARA BUCOSNITA,749,396,417,M,2016-06-29
Scoala Primara Budai Jozsef Bodos,111,286,34,M,2017-07-22
SCOALA PRIMARA BUDIU MIC,290,616,187,F,2019-03-30
SCOALA PRIMARA BUESTI,326,96,668,M,2015-09-09
SCOALA PRIMARA BUGHITA,186,300,101,F,2015-08-25
SCOALA PRIMARA BUHALNITA COMUNA HANGU,146,142,283,M,2013-11-10
SCOALA PRIMARA BUHAENI,42,80,401,M,2014-07-31
SCOALA PRIMARA BUIA,455,68,309,F,2021-04-24
SCOALA PRIMARA BULGARENI,539,684,404,F,2012-04-22
SCOALA PRIMARA BULZESTII DE SUS,642,717,286,M,2013-12-06
SCOALA PRIMARA BUNEA MARE,432,394,727,M,2011-07-31
SCOALA PRIMARA BUNESTI,308,714,419,M,2018-03-27
SCOALA PRIMARA BUNESTI SAT COM. MINTIU GHERLII,697,72,235,M,2013-09-07
SCOALA PRIMARA BURILA MICA,376,205,571,M,2014-05-04
SCOALA PRIMARA BURJUC,222,170,47,M,2013-05-19
SCOALA PRIMARA BURSUC DEAL,425,685,272,F,2013-11-30
SCOALA PRIMARA BURUIENESTI,87,523,722,F,2015-10-17
SCOALA PRIMARA BUTIN,476,102,586,F,2017-10-12
SCOALA PRIMARA BUTNARESTI COMUNA SECUIENI,316,215,674,F,2015-02-11
Scoala Primara Buzaiel,625,27,681,F,2013-08-27
SCOALA PRIMARA BUZDUG,314,200,405,F,2014-06-15
SCOALA PRIMARA CAMENA,267,571,214,F,2019-11-18
SCOALA PRIMARA CAPU CORBULUI,176,605,255,M,2015-11-15
SCOALA PRIMARA CAROL I IASI,728,720,417,F,2014-06-24
Scoala Primara Casa Montessori,336,346,710,F,2015-04-20
SCOALA PRIMARA CASA SPERANTEI TIMISOARA,107,347,467,F,2019-04-15
SCOALA PRIMARA CASE PARVA,330,37,421,M,2016-10-20
Scoala Primara Casinu Mic,544,322,152,F,2019-04-01
Scoala Primara Castelul Fermecat Olimpia,231,719,15,F,2016-07-01
SCOALA PRIMARA CASVA,295,297,172,M,2018-08-12
SCOALA PRIMARA CABESTI,189,426,422,F,2017-02-10
SCOALA PRIMARA CALACEA,416,252,228,M,2012-10-19
SCOALA PRIMARA CALAN ORASUL VECHI,30,359,155,F,2020-01-03
SCOALA PRIMARA CALNACI,386,703,536,F,2015-04-28
SCOALA PRIMARA CALUGARENI,723,54,170,M,2016-02-09
SCOALA PRIMARA CANICEA,524,171,149,M,2018-02-24
SCOALA PRIMARA CAPALNA DE SUS,461,191,452,F,2017-08-24
Scoala Primara Capsunik,318,57,658,F,2013-05-13
SCOALA PRIMARA CAPUSU MIC COM. CAPUSU MARE,548,539,696,M,2014-10-02
SCOALA PRIMARA CARBUNARI,659,463,726,F,2018-10-07
SCOALA PRIMARA CASUTA CU POVESTI PLOIESTI,433,515,72,M,2014-05-03
SCOALA PRIMARA CAZANESTI,129,375,533,F,2015-03-14
SCOALA PRIMARA CAMPENITA,739,720,726,F,2019-01-26
SCOALA PRIMARA CAMPIA,639,161,294,F,2014-05-20
SCOALA PRIMARA CAMPU CETATII,133,384,686,M,2012-11-28
SCOALA PRIMARA CAMPU LUI NEAG,445,6,646,M,2013-05-22
SCOALA PRIMARA CARCENI,285,212,355,M,2018-12-05
SCOALA PRIMARA CARNECEA,374,512,96,F,2020-01-25
SCOALA PRIMARA CARNESTI,185,639,612,F,2018-01-14
SCOALA PRIMARA CEAN,610,138,466,F,2017-03-18
SCOALA PRIMARA CECALACA,330,680,367,M,2019-01-02
SCOALA PRIMARA CECHESTI,290,615,396,M,2013-04-13
SCOALA PRIMARA CERGHIZEL,584,309,463,M,2019-10-08
