School_Unit_Name,Elementary_school_cases,Middle_school_cases,High_school_cases,Gender,Reporting_date
SCOALA PRIMARA VERESS JOSENI,38,9,28,M,2015-02-03
SCOALA PRIMARA VERMES,40,37,43,M,2013-06-18
SCOALA PRIMARA VERVEGHIU,15,23,24,M,2019-03-08
Scoala Primara Vida Andras Pachia,35,10,4,M,2019-09-12
SCOALA PRIMARA VIDACUT,4,6,52,M,2013-05-09
SCOALA PRIMARA VIFOROASA,36,12,1,F,2015-08-07
SCOALA PRIMARA VIILE NOI DEVA,52,22,53,M,2019-03-06
Scoala Primara Viscri,30,38,45,F,2012-08-29
SCOALA PRIMARA VISUIA,39,34,1,M,2015-01-19
SCOALA PRIMARA VISAG,24,44,33,F,2011-09-25
SCOALA PRIMARA VISAN,23,36,2,F,2020-06-18
SCOALA PRIMARA VISEA COM. JUCU,49,19,3,F,2012-06-29
SCOALA PRIMARA VISINA,2,52,39,M,2015-04-19
SCOALA PRIMARA VISTEA COM. GARBAU,35,41,24,F,2019-06-25
SCOALA PRIMARA VLADOMIRA,46,16,3,F,2018-07-27
SCOALA PRIMARA VLAHA COM. SAVADISLA,36,29,22,F,2020-02-13
SCOALA PRIMARA VLADESTI DE SUS,40,38,55,F,2014-04-05
SCOALA PRIMARA VLADICENI,7,13,18,M,2018-08-04
SCOALA PRIMARA VLADNICUT,11,19,3,F,2016-08-16
SCOALA PRIMARA VLASCENI POTLOGI,39,22,20,F,2017-06-12
SCOALA PRIMARA VOIA CRANGURILE,45,3,34,F,2016-10-22
SCOALA PRIMARA VOISLOVA,4,8,15,F,2018-01-10
SCOALA PRIMARA VOIVODENI,34,39,3,F,2017-12-03
SCOALA PRIMARA VOLINTIRESTI,43,28,0,M,2018-08-18
SCOALA PRIMARA VOROVESTI,7,31,17,M,2019-01-07
SCOALA PRIMARA VOSLABENI-HEVEDER,49,5,12,F,2011-08-06
SCOALA PRIMARA VRANIUT,29,7,16,F,2019-04-05
SCOALA PRIMARA VUCOVA,5,8,22,M,2018-07-01
SCOALA PRIMARA VULCAN,2,36,55,F,2019-10-22
SCOALA PRIMARA VULPASESTI COMUNA SAGNA,9,25,23,M,2020-09-23
SCOALA PRIMARA VULTURESTI,18,6,11,M,2019-04-05
SCOALA PRIMARA WALDORF TURDA,49,4,9,M,2014-04-07
SCOALA PRIMARA ZABOLOTENI,35,32,48,F,2020-10-09
SCOALA PRIMARA ZAGAVIA,39,18,46,M,2016-06-30
SCOALA PRIMARA ZABALT,14,43,53,M,2020-11-12
SCOALA PRIMARA ZANOGI,11,38,18,M,2020-06-04
SCOALA PRIMARA ZAUAN,8,17,30,F,2014-02-20
SCOALA PRIMARA ZDRAPTI,35,4,22,M,2019-06-10
SCOALA PRIMARA ZECE PRAJINI,13,20,39,M,2014-06-04
SCOALA PRIMARA ZECE VOLUNTARI,26,46,3,M,2014-06-16
SCOALA PRIMARA ZERINDU MIC,52,6,5,F,2012-09-25
SCOALA PRIMARA ZERVESTI,51,37,28,F,2013-05-11
SCOALA PRIMARA ZIMANDCUZ,42,29,9,F,2019-07-18
SCOALA PRIMARA ZLAGNA,48,18,41,F,2019-06-11
SCOALA PRIMARA ZLATITA,35,11,7,M,2013-12-26
SCOALA PRIMARA ZONA INDUSTRIALA MUN. VASLUI,17,49,38,F,2014-09-06
SCOALA PRIMARLA VASKERTES GHEORGHENI,15,42,54,F,2015-08-03
SCOALA PROFESIONALA  COMUNA BALTESTI,0,50,41,M,2017-07-29
SCOALA PROFESIONALA ADJUDENI COMUNA TAMASENI,9,43,2,F,2019-12-29
SCOALA PROFESIONALA AGRICOLA CORNEREVA,0,22,0,M,2016-10-08
SCOALA PROFESIONALA ARETA TEODORESCU GRIVITA,40,43,42,M,2016-06-18
SCOALA PROFESIONALA ASTRA ARAD,36,26,16,F,2019-12-04
SCOALA PROFESIONALA BAND,38,18,29,M,2016-08-03
SCOALA PROFESIONALA BORDUSANI,45,39,21,M,2020-04-02
SCOALA PROFESIONALA BRAESTI,36,19,7,M,2018-11-02
SCOALA PROFESIONALA CAZANESTI,33,11,21,F,2020-03-13
SCOALA PROFESIONALA CLEJANI,43,0,1,F,2021-03-12
SCOALA PROFESIONALA COARNELE CAPREI,28,2,42,M,2016-04-20
SCOALA PROFESIONALA COMUNA CERASU,28,45,47,F,2020-12-20
SCOALA PROFESIONALA COMUNA PETRICANI,23,29,18,M,2014-02-06
SCOALA PROFESIONALA COMUNA SANGERU,37,37,32,F,2012-06-15
SCOALA PROFESIONALA COMUNA STARCHIOJD,13,2,40,F,2017-09-25
SCOALA PROFESIONALA COMUNA VALEA URSULUI,6,49,30,M,2013-10-17
SCOALA PROFESIONALA CORLATEL,23,32,41,F,2019-01-04
SCOALA PROFESIONALA COZMESTI,8,25,21,F,2012-09-15
SCOALA PROFESIONALA CRISTESTI,26,19,9,F,2021-07-16
SCOALA PROFESIONALA DAGATA,2,20,28,M,2016-04-14
SCOALA PROFESIONALA DANUBIUS TULCEA,19,35,9,M,2020-11-03
SCOALA PROFESIONALA DE INDUSTRIE ALIMENTARA TIBANA,4,15,10,F,2021-05-29
SCOALA PROFESIONALA DUMESTI,6,11,2,F,2017-05-28
SCOALA PROFESIONALA EMIL DRAGAN,39,21,3,M,2014-03-30
SCOALA PROFESIONALA FANTANELE,23,55,18,M,2012-11-29
SCOALA PROFESIONALA FOCURI,23,19,52,F,2013-03-22
SCOALA PROFESIONALA GEORGE COSBUC MEDIESU AURIT,43,26,40,F,2018-04-08
Scoala Profesionala Germana 'Kronstadt' Brasov,53,22,17,F,2016-07-09
SCOALA PROFESIONALA GHEORGHE SINCAI RACIU,5,21,48,M,2017-11-11
SCOALA PROFESIONALA GROPNITA,45,6,23,M,2015-05-16
SCOALA PROFESIONALA HOLBOCA,35,21,33,M,2015-06-06
SCOALA PROFESIONALA IONEL TEODOREANU VICTORIA,5,32,45,M,2013-06-29
SCOALA PROFESIONALA LESPEZI,52,55,41,F,2019-04-30
SCOALA PROFESIONALA LUNGANI,6,45,25,F,2014-01-25
SCOALA PROFESIONALA MOGOSESTI,54,38,14,F,2021-03-27
SCOALA PROFESIONALA NICOLAE BALAUTA SCHEIA,37,21,11,F,2016-11-16
SCOALA PROFESIONALA OGLINZI COMUNA RAUCESTI,45,26,35,F,2015-10-07
SCOALA PROFESIONALA OVIDIU DRIMBA LUGASU DE JOS,29,7,23,M,2017-02-05
SCOALA PROFESIONALA PLUGARI,29,42,2,F,2015-11-04
SCOALA PROFESIONALA POIANA TURDA,44,50,16,M,2017-09-29
SCOALA PROFESIONALA RASCRUCI COM. BONTIDA,14,2,50,F,2016-07-08
SCOALA PROFESIONALA REVIGA,44,43,32,M,2012-10-14
SCOALA PROFESIONALA SAELELE,17,11,34,F,2018-07-04
SCOALA PROFESIONALA SAG,9,2,5,F,2017-12-20
SCOALA PROFESIONALA SCANTEIA,5,50,18,M,2021-01-14
SCOALA PROFESIONALA SPECIALA BALS,11,17,11,M,2012-01-05
SCOALA PROFESIONALA SPECIALA BOCSA,16,0,51,F,2012-02-17
SCOALA PROFESIONALA SPECIALA BUZIAS,55,23,8,F,2018-03-06
SCOALA PROFESIONALA SPECIALA CAMPULUNG MOLDOVENESC,0,41,15,M,2016-06-30
Scoala Profesionala Speciala Codlea,17,9,51,F,2013-11-02
SCOALA PROFESIONALA SPECIALA COMUNA STEFAN CEL MARE,10,34,17,F,2012-04-15
Scoala Profesionala Speciala nr. 2,36,19,54,M,2018-05-31
Scoala Profesionala Speciala nr. 3,4,3,2,M,2016-09-16
SCOALA PROFESIONALA SPECIALA ORASUL PLOPENI,3,0,3,F,2021-07-20
Scoala Profesionala Speciala pentru Deficienti de Auz Sfanta Maria,6,14,7,F,2013-12-23
SCOALA PROFESIONALA SPECIALA RESITA,34,44,15,M,2015-04-10
SCOALA PROFESIONALA SPECIALA SAMUS CLUJ - NAPOCA,42,42,36,M,2020-09-26
SCOALA PROFESIONALA SPECIALA SFANTA ECATERINA MUN. HUSI,30,36,23,M,2015-05-20
SCOALA PROFESIONALA SPECIALA SFANTA MARIA BISTRITA,43,6,39,F,2018-07-07
SCOALA PROFESIONALA SPECIALA SZENT ANNA MIERCUREA CIUC,6,30,17,F,2013-08-15
SCOALA PROFESIONALA SPECIALA TRINITAS TARGU FRUMOS,28,9,3,F,2011-07-23
SCOALA PROFESIONALA SPECIALAION TEODORESCU SLOBOZIA,3,46,11,M,2011-10-22
SCOALA PROFESIONALA STEFAN CEL MARE COTNARI,28,1,54,M,2018-11-02
SCOALA PROFESIONALA STOLNICENI-PRAJESCU,29,51,42,M,2012-03-25
SCOALA PROFESIONALA TATARUSI,30,45,36,F,2015-01-26
SCOALA PROFESIONALA TARLISUA,8,0,8,M,2016-01-17
SCOALA PROFESIONALA TIBERIU MORARIU SALVA,43,19,15,F,2012-08-31
SCOALA PROFESIONALA TRAIAN,3,30,1,M,2016-08-06
SCOALA PROFESIONALA VASILE BACALU MAHMUDIA,23,18,30,M,2014-08-07
SCOALA ROMANO-BRITANICA SUCEAVA SUCEAVA,15,24,31,M,2013-01-30
SCOALA SANITARA POSTLICEALA CAROL DAVILA BISTRITA,12,51,1,M,2016-06-23
SCOALA SANITARA POSTLICEALA CAROL DAVILA DEVA,12,9,24,F,2019-06-19
SCOALA SANITARA POSTLICEALA CAROL DAVILA PETROSANI,0,47,11,M,2013-05-03
SCOALA SANITARA POSTLICEALA PETROSANI,37,53,47,M,2016-01-18
SCOALA SANITARA POSTLICEALA SANITY BACAU,2,17,33,F,2016-06-17
Scoala Sanitara Postliceala VITA,15,8,3,F,2017-08-31
SCOALA SFANTUL IACOB CAMPULUNG,1,4,40,M,2013-10-28
SCOALA 'SFINTII MARTIRI BRANCOVENI' CONSTANTA,40,25,23,F,2020-08-28
SCOALA SPECIALA RAZA DE SOARE ARAD,37,10,23,M,2020-02-19
Scoala Superioara Comerciala Nicolae Kretzulescu,53,8,55,M,2018-02-11
Scoala Tehnica Postliceala de Arta Teatrala si Cinematografica Bucuresti,47,30,9,M,2013-06-24
SCOALA TEHNICA POSTLICEALA HENRI COANDA HUNEDOARA,0,47,37,M,2019-01-14
SCOALA TEHNICA POSTLICEALA HENRI COANDA TIRGU MURES,43,27,14,F,2020-10-14
Scoala Postliceala Sanitara Domnita Ruxandra,2,3,24,F,2017-09-01
SCOALA PRIMARA NR.1 LUPOAIA,35,15,19,M,2018-12-22
SCOALA PRIMARA NR.2 I. L. CARAGIALE,7,9,43,F,2020-06-02
TRANSYLVANIA COLLEGE THE CAMBRIDGE INTERNATIONAL SCHOOL IN CLUJ,17,41,26,F,2015-02-25
CENTRU DE PEDAGOGIE CURATIVA SIMERIA,98,115,210,M,2012-06-23
CENTRU SCOLAR PENTRU EDUCATIE INCLUZIVA CONSTANTIN PUFAN,172,682,514,F,2018-07-27
Centrul de Educatie Speciala,306,600,363,M,2013-05-07
CENTRUL DE RESURSE SI ASISTENTA EDUCATIONALA SPERANTA TIMISOARA,104,656,572,F,2019-12-01
CENTRUL DE STUDII STEFAN CEL MARE SI SFANT - BUCOVINA CAMPULUNG MOLDOVENESC,319,688,484,M,2020-09-26
CENTRUL DE ZI CASA LUMINII SIBIU,273,522,411,M,2018-09-05
CENTRUL EDUCATIV DE ZI MARIA-AJUTORUL COPIILOR FOCSANI,16,248,56,F,2016-08-04
CENTRUL JUDETEAN DE ASISTENTA PSIHOPEDAGOGICA,269,465,558,M,2019-12-26
CENTRUL JUDETEAN DE ASISTENTA PSIHOPEDAGOGICA CALARASI,48,501,322,M,2017-09-11
CENTRUL JUDETEAN DE EXCELENTA ALBA,250,84,531,M,2014-11-09
CENTRUL JUDETEAN DE EXCELENTA DOLJ,135,645,58,F,2016-02-15
CENTRUL JUDETEAN DE EXCELENTA GALATI,49,453,81,M,2019-11-22
CENTRUL JUDETEAN DE EXCELENTA VALCEA,24,495,158,M,2017-12-22
CENTRUL JUDETEAN DE EXCELENTA VRANCEA,146,197,368,M,2020-05-03
CENTRUL JUDETEAN DE RESURSE SI ASISTENTA EDUCATIONALA,10,635,599,F,2017-08-17
CENTRUL JUDETEAN DE RESURSE SI ASISTENTA EDUCATIONALA ALBA,196,699,338,F,2015-05-02
CENTRUL JUDETEAN DE RESURSE SI ASISTENTA EDUCATIONALA CALARASI,238,189,126,F,2017-08-30
CENTRUL JUDETEAN DE RESURSE SI ASISTENTA EDUCATIONALA GORJ,384,214,220,F,2012-07-17
CENTRUL JUDETEAN DE RESURSE SI ASISTENTA EDUCATIONALA MARAMURES,141,519,353,F,2015-10-12
CENTRUL JUDETEAN DE RESURSE SI ASISTENTA EDUCATIONALA VALCEA,182,642,576,F,2015-12-31
CENTRUL JUDETEAN DE RESURSE SI ASISTENTA EDUCATIONALA VRANCEA,217,329,508,M,2013-08-30
CENTRUL JUDETEAN DE RESURSE SI DE ASISTENTA EDUCATIONALA,152,78,412,F,2014-06-05
CENTRUL JUDETEAN DE RESURSE SI ASISTENTA EDUCATIONALA MURES,289,552,400,F,2014-12-08
CENTRUL JUDETEAN RESURSE SI ASISTENTA EDUCATIONALA,238,511,325,F,2021-06-12
CENTRUL JUDETEAN DE ASISTENTA PSHIOPEDAGOGICA,362,678,40,M,2018-10-07
CENTRUL JUDETEAN DE ASISTENTA PSIHOPEDAGOGICA BACAU,214,156,248,M,2017-05-11
CENTRUL JUDETEAN DE ASISTENTA PSIHOPEDAGOGICA IASI,271,314,399,F,2021-01-23
CENTRUL JUDETEAN DE ASISTENTA PSIHOPEDAGOGICA MIERCUREA CIUC,288,195,159,M,2015-02-16
CENTRUL JUDETEAN DE ASISTENTA PSIHOPEDAGOGICA MUNICIPIUL BUZAU,149,545,493,M,2017-03-28
CENTRUL JUDETEAN DE ASISTENTA PSIHOPEDAGOGICA PRAHOVA,110,656,441,M,2015-08-10
CENTRUL JUDETEAN DE ASISTENTA PSIHOPEDAGOGICA SATU MARE,80,428,107,F,2014-02-01
CENTRUL JUDETEAN DE ASISTENTA PSIHOPEDAGOGICA SALAJ,319,534,230,F,2017-03-18
CENTRUL JUDETEAN DE ASISTENTA PSIHOPEDAGOGICA SUCEAVA,320,474,71,F,2017-08-03
CENTRUL JUDETEAN DE EXCELENTA MEHEDINTI,356,261,170,M,2017-06-23
CENTRUL JUDETEAN DE EXCELENTA ARAD,71,485,116,M,2012-06-27
CENTRUL JUDETEAN DE EXCELENTA ARGES,383,379,550,M,2012-02-26
CENTRUL JUDETEAN DE EXCELENTA BACAU,67,504,63,M,2015-03-13
CENTRUL JUDETEAN DE EXCELENTA BIHOR,372,574,566,M,2016-10-19
CENTRUL JUDETEAN DE EXCELENTA BISTRITA-NASAUD,247,67,213,F,2021-03-24
CENTRUL JUDETEAN DE EXCELENTA BOTOSANI,150,562,199,F,2021-01-06
Centrul Judetean de Excelenta Brasov,69,60,203,F,2012-11-21
CENTRUL JUDETEAN DE EXCELENTA BRAILA,292,440,150,M,2014-03-12
CENTRUL JUDETEAN DE EXCELENTA CARAS-SEVERIN,89,124,517,M,2016-01-03
CENTRUL JUDETEAN DE EXCELENTA CALARASI,85,647,52,F,2016-09-30
CENTRUL JUDETEAN DE EXCELENTA CLUJ,262,281,493,F,2019-07-18
CENTRUL JUDETEAN DE EXCELENTA CONSTANTA,193,229,474,F,2020-08-03
Centrul Judetean de Excelenta Covasna,225,498,479,F,2019-11-24
CENTRUL JUDETEAN DE EXCELENTA DAMBOVITA,357,183,57,M,2014-02-14
CENTRUL JUDETEAN DE EXCELENTA GIURGIU,223,196,310,F,2018-12-17
CENTRUL JUDETEAN DE EXCELENTA GORJ,23,327,310,M,2013-01-07
CENTRUL JUDETEAN DE EXCELENTA HARGHITA,353,257,163,F,2015-05-10
CENTRUL JUDETEAN DE EXCELENTA HUNEDOARA,88,241,486,M,2017-06-24
CENTRUL JUDETEAN DE EXCELENTA IALOMITA,87,298,135,F,2018-10-05
CENTRUL JUDETEAN DE EXCELENTA IASI,238,169,335,F,2015-06-10
CENTRUL JUDETEAN DE EXCELENTA ILFOV,345,462,60,M,2017-09-28
CENTRUL JUDETEAN DE EXCELENTA MARAMURES,361,696,258,F,2013-12-05
CENTRUL JUDETEAN DE EXCELENTA MUNICIPIUL BUZAU,36,116,16,F,2020-08-26
CENTRUL JUDETEAN DE EXCELENTA MURES,329,406,64,F,2016-02-19
CENTRUL JUDETEAN DE EXCELENTA NEAMT,133,424,413,M,2014-11-24
CENTRUL JUDETEAN DE EXCELENTA OLT,212,526,368,M,2014-12-02
CENTRUL JUDETEAN DE EXCELENTA PRAHOVA,36,296,475,M,2020-06-17
CENTRUL JUDETEAN DE EXCELENTA SATU MARE,93,560,138,M,2013-04-03
CENTRUL JUDETEAN DE EXCELENTA SALAJ,374,296,280,M,2019-05-27
CENTRUL JUDETEAN DE EXCELENTA SIBIU,155,258,225,F,2020-10-13
CENTRUL JUDETEAN DE EXCELENTA SUCEAVA,144,437,147,F,2014-10-15
CENTRUL JUDETEAN DE EXCELENTA TELEORMAN,373,555,155,F,2012-05-09
CENTRUL JUDETEAN DE EXCELENTA TIMIS,69,45,46,M,2012-01-29
CENTRUL JUDETEAN DE EXCELENTA TULCEA,217,573,294,M,2015-07-09
CENTRUL JUDETEAN DE EXCELENTA VASLUI,93,316,132,F,2014-12-17
CENTRUL JUDETEAN DE RESURSE SI ASISTENTA EDUCATIONALA TULCEA,29,478,255,F,2019-04-19
CENTRUL JUDETEAN DE RESURSE SI ASISTENTA EDUCATIONALA ARGES,165,568,424,M,2011-08-30
CENTRUL JUDETEAN DE RESURSE SI ASISTENTA EDUCATIONALA BACAU,306,106,69,F,2014-11-06
CENTRUL JUDETEAN DE RESURSE SI ASISTENTA EDUCATIONALA BISTRITA-NASAUD,227,135,86,F,2015-05-26
Centrul Judetean de Resurse si Asistenta Educationala Brasov,133,59,533,F,2018-04-30
CENTRUL JUDETEAN DE RESURSE SI ASISTENTA EDUCATIONALA CONSTANTA,99,557,238,F,2011-10-25
CENTRUL JUDETEAN DE RESURSE SI ASISTENTA EDUCATIONALA GIURGIU,373,473,476,M,2020-06-08
CENTRUL JUDETEAN DE RESURSE SI ASISTENTA EDUCATIONALA IASI,344,542,119,M,2012-08-13
CENTRUL JUDETEAN DE RESURSE SI ASISTENTA EDUCATIONALA MUNICIPIUL BUZAU,246,604,190,M,2021-05-02
CENTRUL JUDETEAN DE RESURSE SI ASISTENTA EDUCATIONALA NEAMT,321,523,530,F,2012-03-01
CENTRUL JUDETEAN DE RESURSE SI ASISTENTA EDUCATIONALA PRAHOVA,115,321,560,M,2018-03-30
CENTRUL JUDETEAN DE RESURSE SI ASISTENTA EDUCATIONALA SATU MARE,322,294,319,F,2014-04-08
CENTRUL JUDETEAN DE RESURSE SI ASISTENTA EDUCATIONALA SIBIU,147,208,28,F,2019-05-05
CENTRUL JUDETEAN DE RESURSE SI ASISTENTA EDUCATIONALA SUCEAVA,357,336,504,M,2020-10-30
CENTRUL JUDETEAN DE RESURSE SI ASISTENTA EDUCATIONALA TELEORMAN,396,257,125,M,2021-03-25
CENTRUL JUDETEAN DE RESURSE SI ASISTENTA EDUCATIONALA TIMIS,363,600,333,F,2016-09-02
CENTRUL JUDETEAN DE RESURSE SI ASISTENTA EDUCATIONALA VASLUI,339,384,328,F,2019-04-23
CENTRUL JUDETEAN DE RESURSE SI DE ASISTENTA EDUCATIONALA ARAD,162,407,37,F,2021-04-24
CENTRUL JUDETEAN DE RESURSE SI DE ASISTENTA EDUCATIONALA BRAILA,103,645,344,M,2016-11-20
CENTRUL JUDETEAN DE RESURSE SI DE ASISTENTA EDUCATIONALA CARAS-SEVERIN,99,100,115,M,2020-02-10
CENTRUL JUDETEAN DE RESURSE SI DE ASISTENTA EDUCATIONALA CLUJ,142,31,163,M,2013-01-19
CENTRUL JUDETEAN DE RESURSE SI DE ASISTENTA EDUCATIONALA DAMBOVITA,257,372,561,M,2013-12-19
CENTRUL JUDETEAN DE RESURSE SI DE ASISTENTA EDUCATIONALA OLT,147,435,442,F,2020-07-08
CENTRUL JUDETEAN DE RESURSE SI DE ASISTENTA EDUCATIONALA SALAJ,248,499,388,M,2020-06-05
CENTRUL LOGOPEDIC,88,214,102,F,2018-08-17
CENTRUL LOGOPEDIC BACAU,363,324,508,F,2015-02-01
CENTRUL LOGOPEDIC GALATI,105,553,391,M,2015-11-20
CENTRUL LOGOPEDIC IASI,309,243,243,F,2013-06-13
CENTRUL LOGOPEDIC INTERSCOLAR SUCEAVA,320,515,41,M,2020-08-11
CENTRUL LOGOPEDIC INTERSCOLAR MUNICIPIUL BUZAU,262,462,223,M,2015-06-18
CENTRUL LOGOPEDIC INTERSCOLAR MUNICIPIUL RAMNICU SARAT,269,209,315,F,2017-03-14
CENTRUL LOGOPEDIC INTERSCOLAR RESITA,242,257,457,F,2015-08-23
CENTRUL LOGOPEDIC SATU MARE,180,191,30,M,2015-04-18
Centrul Municipiului Bucuresti de Excelenta,40,137,236,F,2013-10-30
Centrul Municipiului Bucuresti de resurse si asistenta educationala,223,102,158,M,2013-03-05
Centrul National de Politici si Evaluare in Educatie,327,460,48,F,2012-06-06
Centrul pilot de pedagogie curativa si terapie sociala Corabia,298,414,22,M,2012-12-16
COLEGIUL AGRICOL DANIIL POPOVICI BARCIANU SIBIU,190,512,281,M,2020-01-27
COLEGIUL AGRICOL DIMITRIE CANTEMIR MUN. HUSI,319,67,302,F,2011-08-05
COLEGIUL AGRICOL SI DE INDUSTRIE ALIMENTARA VASILE ADAMACHI IASI,387,278,580,F,2015-02-24
COLEGIUL AGRICOL TRAIAN SAVULESCU TIRGU MURES,134,634,14,M,2018-02-21
COLEGIUL ALEXANDRU CEL BUN GURA HUMORULUI,136,243,47,M,2017-07-23
COLEGIUL ANDRONIC MOTRESCU RADAUTI,63,534,511,F,2020-02-02
Colegiul 'Aurel Vijoli' Fagaras,26,85,276,F,2018-12-31
COLEGIUL AUTO TRAIAN VUIA TG-JIU,83,436,78,M,2019-03-20
COLEGIUL COMERCIAL 'CAROL I' CONSTANTA,362,483,439,M,2021-01-29
COLEGIUL DANUBIUS MUNICIPIUL GALATI,177,251,355,F,2014-08-15
COLEGIUL DE ARTA CARMEN SYLVA MUNICIPIUL PLOIESTI,101,582,589,M,2020-12-20
COLEGIUL DE ARTA CIPRIAN PORUMBESCU SUCEAVA,312,450,207,M,2017-04-22
COLEGIUL DE ARTE BAIA MARE,216,289,376,F,2019-08-14
COLEGIUL DE ARTE SABIN DRAGOI ARAD,62,366,598,M,2014-10-06
COLEGIUL DE INDUSTRIE ALIMENTARA ELENA DOAMNA LOCALITATEA GALATI,105,285,541,M,2015-11-05
COLEGIUL DE INVATAMANT TERTIAR NONUNIVERSITAR USAMVBT TIMISOARA,38,245,327,M,2017-07-19
COLEGIUL DE MUZICA SIGISMUND TODUTA CLUJ-NAPOCA,266,309,354,F,2020-06-29
COLEGIUL DE SERVICII IN TURISM NAPOCA CLUJ-NAPOCA,4,25,160,M,2018-07-07
Colegiul de Stiinte ale Naturii 'Emil Racovita' Brasov,70,54,511,M,2013-03-19
Colegiul de Stiinte 'Grigore Antipa' Brasov,252,468,230,M,2018-07-18
COLEGIUL DOBROGEAN SPIRU HARET TULCEA,386,363,339,M,2018-04-26
COLEGIUL ECOLOGIC PROF.UNIV.DR. ALEXANDRU IONESCU PITESTI,331,654,360,M,2016-07-20
COLEGIUL ECONOMIC ADMINISTRATIV IASI,217,89,461,M,2015-11-11
Colegiul Economic A.D.Xenopol,23,164,152,M,2020-03-01
COLEGIUL ECONOMIC AL BANATULUI MONTAN RESITA,15,203,391,M,2014-01-28
COLEGIUL ECONOMIC ANGHEL RUGINA MUN. VASLUI,60,41,362,M,2014-05-21
COLEGIUL ECONOMIC ARAD,179,413,581,M,2016-02-01
COLEGIUL ECONOMIC CALARASI,227,556,367,M,2021-02-17
Colegiul Economic Costin C. Kiritescu,137,127,538,F,2013-06-16
COLEGIUL ECONOMIC DELTA DUNARII TULCEA,168,587,440,F,2013-12-06
COLEGIUL ECONOMIC DIMITRIE CANTEMIR SUCEAVA,346,250,508,F,2020-09-22
COLEGIUL ECONOMIC DIONISIE POP MARTIAN ALBA IULIA,334,96,381,F,2018-01-11
COLEGIUL ECONOMIC EMANUIL GOJDU HUNEDOARA,248,65,373,F,2012-02-20
COLEGIUL ECONOMIC FRANCESCO SAVERIO NITTI TIMISOARA,369,664,394,F,2018-09-22
COLEGIUL ECONOMIC GEORGE BARITIU SIBIU,258,167,334,M,2017-12-23
COLEGIUL ECONOMIC GHEORGHE CHITU CRAIOVA,346,328,463,M,2019-06-02
COLEGIUL ECONOMIC GHEORGHE DRAGOS SATU MARE,76,666,177,F,2014-06-05
Colegiul Economic Hermes,5,533,341,F,2016-04-12
COLEGIUL ECONOMIC HERMES PETROSANI,268,80,270,M,2014-05-16
COLEGIUL ECONOMIC ION GHICA,374,563,2,M,2018-04-10
COLEGIUL ECONOMIC ION GHICA BACAU,301,476,368,F,2013-10-17
COLEGIUL ECONOMIC ION GHICA TARGOVISTE,105,338,333,F,2015-12-01
COLEGIUL ECONOMIC IULIAN POP CLUJ-NAPOCA,270,475,0,M,2016-08-10
COLEGIUL ECONOMIC MANGALIA,369,379,266,M,2015-06-22
COLEGIUL ECONOMIC MARIA TEIULEANU PITESTI,292,13,524,M,2016-08-11
COLEGIUL ECONOMIC MIHAIL KOGALNICEANU FOCSANI,308,305,154,F,2020-05-08
COLEGIUL ECONOMIC MUN. RM. VALCEA,136,249,484,M,2015-03-01
COLEGIUL ECONOMIC MUNICIPIUL BUZAU,338,216,469,F,2020-08-02
COLEGIUL ECONOMIC NICOLAE TITULESCU BAIA MARE,82,262,600,M,2015-05-14
COLEGIUL ECONOMIC OCTAV ONICESCU BOTOSANI,298,181,378,F,2011-11-11
COLEGIUL ECONOMIC PARTENIE COSMA ORADEA,96,194,262,M,2018-03-10
COLEGIUL ECONOMIC PINTEA VITEAZUL CAVNIC,156,387,502,F,2012-06-30
COLEGIUL ECONOMIC TRANSILVANIA TIRGU MURES,117,483,101,F,2013-03-04
Colegiul Economic V. Madgearu,150,118,197,F,2014-08-26
Colegiul Economic Viilor,62,183,28,M,2013-06-22
COLEGIUL ECONOMIC VIRGIL MADGEARU LOCALITATEA GALATI,396,278,562,M,2016-09-20
COLEGIUL ECONOMIC VIRGIL MADGEARU MUNICIPIUL PLOIESTI,188,174,429,F,2016-03-27
COLEGIUL ECONOMIC VIRGIL MADGEARU TG-JIU,50,233,305,F,2017-05-07
COLEGIUL EMIL NEGRUTIU TURDA,185,68,174,F,2020-04-30
COLEGIUL ENERGETIC MUN. RM. VALCEA,159,554,489,F,2018-10-09
COLEGIUL FERDINAND I COMUNA MANECIU,246,564,518,F,2014-09-12
Colegiul German Goethe,349,691,479,F,2012-08-03
COLEGIUL GHEORGHE TATARESCU ROVINARI,333,537,28,F,2020-12-14
COLEGIUL ION KALINDERU ORASUL BUSTENI,394,564,260,F,2016-02-27
COLEGIUL MIHAI EMINESCU BACAU,15,381,124,F,2019-08-10
COLEGIUL MIHAI VITEAZUL BUMBESTI-JIU,328,667,479,F,2019-04-21
COLEGIUL MIHAI VITEAZUL INEU,166,463,171,F,2019-01-15
COLEGIUL MIHAIL CANTACUZINO ORASUL SINAIA,222,299,504,M,2014-11-03
COLEGIUL NATIONAL AL. I. CUZA FOCSANI,201,678,298,M,2017-05-04
COLEGIUL NATIONAL ALEXANDRU IOAN CUZA LOCALITATEA GALATI,89,413,414,M,2021-01-22
COLEGIUL NATIONAL ALEXANDRU LAHOVARI MUN. RM. VALCEA,341,342,399,F,2012-09-09
COLEGIUL NATIONAL A.T.LAURIAN BOTOSANI,142,78,466,F,2011-12-07
COLEGIUL NATIONAL BARBU STIRBEI CALARASI,262,85,342,F,2016-02-05
